temperature,mixing_ratio,refresh_count,elapsed_time,growth_percentage,remaining_time
25.0,1:10:10,5,444,50,222
24.0,1:5:5,8,191,72,53
24.0,1:1:1,7,149,59,61
24.0,1:1:1,7,149,60,59
26.0,1:5:5,7,132,77,30
25.0,1:10:10,3,989,44,553
28.0,1:1:1,4,295,84,47
26.0,1:1:1,6,171,46,92
25.0,1:2:2,3,791,27,577
28.0,1:10:10,7,114,57,49
28.0,1:5:5,6,171,76,41
24.0,1:2:2,4,626,42,363
28.0,1:10:10,8,114,66,38
25.0,1:2:2,5,355,70,106
26.0,1:10:10,4,542,33,363
28.0,1:5:5,1,1260,52,604
28.0,1:10:10,8,114,45,62
24.0,1:5:5,2,1569,26,1161
28.0,1:5:5,4,380,76,91
26.0,1:2:2,6,195,32,132
24.0,1:2:2,8,170,43,96
28.0,1:1:1,8,80,33,53
26.0,1:5:5,2,1086,49,553
28.0,1:1:1,4,295,63,109
28.0,1:1:1,7,80,46,43
24.0,1:2:2,3,935,47,495
25.0,1:10:10,8,180,63,66
26.0,1:10:10,3,809,41,477
25.0,1:5:5,6,268,43,152
28.0,1:1:1,7,80,75,20
25.0,1:5:5,2,1327,18,1088
24.0,1:2:2,6,281,90,28
25.0,1:1:1,5,311,49,158
26.0,1:5:5,6,219,64,78
26.0,1:2:2,3,647,57,278
28.0,1:10:10,2,938,52,450
25.0,1:5:5,1,1980,69,613
28.0,1:5:5,7,103,54,47
25.0,1:5:5,1,1980,20,1584
25.0,1:5:5,2,1327,63,490
28.0,1:2:2,4,337,87,43
24.0,1:10:10,3,1168,11,1039
28.0,1:5:5,7,103,86,14
25.0,1:10:10,8,180,48,93
26.0,1:5:5,8,132,14,113
24.0,1:1:1,4,548,43,312
26.0,1:1:1,1,1260,42,730
28.0,1:1:1,5,198,55,89
26.0,1:5:5,2,1086,68,347
24.0,1:1:1,6,246,43,140
28.0,1:5:5,1,1260,60,504
28.0,1:5:5,7,103,69,31
24.0,1:5:5,3,1051,5,998
25.0,1:1:1,7,126,57,54
25.0,1:5:5,3,890,44,498
26.0,1:1:1,8,103,76,24
26.0,1:5:5,1,1620,64,583
26.0,1:2:2,7,118,39,71
24.0,1:10:10,7,212,85,31
24.0,1:1:1,1,1820,58,764
26.0,1:2:2,8,118,68,37
24.0,1:1:1,2,1220,31,841
25.0,1:1:1,2,1032,44,577
26.0,1:1:1,7,103,49,52
26.0,1:5:5,2,1086,72,304
26.0,1:10:10,2,1207,51,591
24.0,1:10:10,6,352,49,179
26.0,1:1:1,1,1260,71,365
25.0,1:2:2,2,1180,74,306
28.0,1:5:5,1,1260,56,554
24.0,1:10:10,3,1168,0,1168
25.0,1:1:1,6,208,58,87
25.0,1:1:1,4,464,14,399
24.0,1:2:2,5,420,73,113
25.0,1:5:5,6,268,79,56
24.0,1:10:10,4,783,38,485
25.0,1:1:1,7,126,51,61
24.0,1:2:2,7,170,1,168
28.0,1:10:10,1,1400,100,0
24.0,1:2:2,8,170,53,79
26.0,1:1:1,3,566,46,305
24.0,1:2:2,7,170,40,102
25.0,1:2:2,1,1760,71,510
26.0,1:1:1,1,1260,30,882
24.0,1:10:10,6,352,23,271
28.0,1:5:5,7,103,52,49
26.0,1:10:10,7,147,97,4
25.0,1:10:10,4,663,56,291
28.0,1:1:1,5,198,64,71
24.0,1:5:5,4,705,42,408
25.0,1:2:2,2,1180,20,944
26.0,1:10:10,6,244,53,114
26.0,1:5:5,3,728,54,334
25.0,1:1:1,5,311,53,146
25.0,1:2:2,1,1760,41,1038
28.0,1:1:1,5,198,33,132
28.0,1:10:10,6,189,53,88
24.0,1:2:2,6,281,54,129
25.0,1:10:10,2,1475,64,531
28.0,1:2:2,3,503,85,75
26.0,1:5:5,4,488,34,322
28.0,1:5:5,1,1260,58,529
26.0,1:5:5,5,327,34,215
24.0,1:2:2,4,626,18,513
26.0,1:5:5,6,219,64,78
26.0,1:10:10,7,147,15,124
28.0,1:2:2,6,152,59,62
26.0,1:1:1,2,845,23,650
25.0,1:10:10,1,2200,43,1254
28.0,1:2:2,8,91,72,25
26.0,1:2:2,6,195,100,0
25.0,1:1:1,3,692,9,629
26.0,1:2:2,5,291,66,98
28.0,1:1:1,7,80,50,40
28.0,1:2:2,4,337,55,151
25.0,1:1:1,6,208,67,68
28.0,1:1:1,3,440,33,294
28.0,1:10:10,7,114,98,2
24.0,1:10:10,6,352,65,123
25.0,1:2:2,8,144,61,56
26.0,1:5:5,3,728,42,422
26.0,1:1:1,5,254,1,251
25.0,1:10:10,5,444,64,159
26.0,1:5:5,4,488,61,190
28.0,1:5:5,2,845,71,245
25.0,1:10:10,8,180,86,25
24.0,1:10:10,5,525,37,330
25.0,1:2:2,2,1180,71,342
24.0,1:1:1,4,548,34,361
24.0,1:5:5,4,705,26,521
24.0,1:1:1,8,149,16,125
25.0,1:2:2,4,530,59,217
26.0,1:5:5,8,132,33,88
24.0,1:10:10,1,2600,67,857
28.0,1:1:1,5,198,67,65
24.0,1:2:2,6,281,36,179
26.0,1:1:1,2,845,49,430
28.0,1:10:10,4,422,84,67
24.0,1:2:2,5,420,59,172
26.0,1:10:10,2,1207,58,506
24.0,1:10:10,3,1168,28,840
24.0,1:5:5,5,472,51,231
24.0,1:10:10,7,212,46,114
26.0,1:5:5,1,1620,38,1004
28.0,1:1:1,7,80,66,27
26.0,1:10:10,7,147,35,95
24.0,1:5:5,4,705,38,437
25.0,1:1:1,7,126,50,63
25.0,1:2:2,4,530,59,217
28.0,1:1:1,7,80,41,47
24.0,1:10:10,4,783,19,634
25.0,1:10:10,6,298,74,77
25.0,1:2:2,5,355,58,149
24.0,1:5:5,2,1569,18,1286
24.0,1:5:5,5,472,45,259
24.0,1:5:5,4,705,26,521
26.0,1:1:1,2,845,19,684
28.0,1:2:2,8,91,20,72
25.0,1:2:2,4,530,78,116
24.0,1:1:1,1,1820,17,1510
28.0,1:5:5,7,103,77,23
28.0,1:1:1,3,440,97,13
28.0,1:5:5,5,254,83,43
26.0,1:10:10,7,147,55,66
25.0,1:1:1,6,208,75,52
25.0,1:5:5,1,1980,71,574
25.0,1:1:1,1,1540,61,600
28.0,1:10:10,6,189,62,71
25.0,1:5:5,4,596,63,220
25.0,1:2:2,3,791,65,276
25.0,1:2:2,6,238,66,80
25.0,1:10:10,2,1475,65,516
26.0,1:1:1,4,380,40,228
28.0,1:2:2,6,152,34,100
25.0,1:5:5,3,890,18,729
24.0,1:5:5,4,705,74,183
25.0,1:2:2,2,1180,82,212
25.0,1:2:2,1,1760,68,563
26.0,1:10:10,5,363,40,217
24.0,1:2:2,6,281,35,182
26.0,1:1:1,3,566,72,158
24.0,1:5:5,1,2340,40,1404
28.0,1:2:2,1,1120,40,672
28.0,1:5:5,8,103,34,67
24.0,1:5:5,7,191,27,139
25.0,1:2:2,1,1760,62,668
24.0,1:2:2,2,1394,22,1087
28.0,1:1:1,4,295,50,147
26.0,1:1:1,8,103,17,85
25.0,1:2:2,8,144,46,77
25.0,1:10:10,6,298,13,259
28.0,1:2:2,4,337,61,131
25.0,1:2:2,7,144,34,95
26.0,1:2:2,6,195,92,15
24.0,1:5:5,5,472,35,306
25.0,1:10:10,7,180,47,95
26.0,1:2:2,8,118,82,21
25.0,1:2:2,8,144,15,122
24.0,1:5:5,8,191,90,19
28.0,1:10:10,7,114,75,28
25.0,1:1:1,4,464,65,162
24.0,1:2:2,3,935,55,420
28.0,1:1:1,8,80,55,36
26.0,1:10:10,3,809,25,606
28.0,1:10:10,4,422,90,42
26.0,1:10:10,8,147,46,79
28.0,1:10:10,4,422,63,156
28.0,1:5:5,5,254,36,162
24.0,1:1:1,8,149,70,44
28.0,1:2:2,6,152,63,56
25.0,1:5:5,8,162,93,11
26.0,1:1:1,5,254,51,124
25.0,1:2:2,6,238,37,149
25.0,1:1:1,2,1032,69,319
28.0,1:10:10,7,114,106,-6
28.0,1:1:1,1,980,46,529
26.0,1:10:10,4,542,65,189
26.0,1:1:1,4,380,56,167
26.0,1:1:1,1,1260,66,428
26.0,1:2:2,3,647,9,588
25.0,1:5:5,4,596,51,292
26.0,1:2:2,7,118,84,18
25.0,1:1:1,5,311,35,202
25.0,1:5:5,7,162,87,21
24.0,1:2:2,4,626,60,250
26.0,1:1:1,7,103,19,83
28.0,1:1:1,3,440,34,290
25.0,1:2:2,4,530,32,360
24.0,1:2:2,1,2080,66,707
26.0,1:1:1,7,103,69,31
24.0,1:5:5,1,2340,32,1591
25.0,1:5:5,6,268,28,192
25.0,1:1:1,7,126,4,120
26.0,1:1:1,3,566,28,407
24.0,1:5:5,3,1051,72,294
24.0,1:10:10,5,525,60,210
26.0,1:10:10,6,244,40,146
28.0,1:1:1,3,440,90,43
26.0,1:1:1,8,103,65,36
24.0,1:1:1,4,548,55,246
25.0,1:5:5,3,890,33,596
24.0,1:1:1,8,149,25,111
28.0,1:2:2,4,337,56,148
24.0,1:10:10,4,783,55,352
24.0,1:10:10,3,1168,13,1016
28.0,1:2:2,2,751,51,367
24.0,1:1:1,3,818,52,392
28.0,1:1:1,6,133,80,26
25.0,1:1:1,1,1540,63,569
24.0,1:5:5,8,191,29,135
26.0,1:5:5,1,1620,67,534
25.0,1:2:2,2,1180,47,625
25.0,1:1:1,2,1032,69,319
25.0,1:1:1,8,126,89,13
26.0,1:5:5,7,132,31,91
26.0,1:10:10,2,1207,52,579
26.0,1:1:1,8,103,48,53
28.0,1:5:5,4,380,56,167
28.0,1:10:10,4,422,60,168
26.0,1:1:1,4,380,63,140
25.0,1:5:5,2,1327,100,0
24.0,1:5:5,4,705,72,197
24.0,1:1:1,7,149,37,93
28.0,1:2:2,7,91,78,20
26.0,1:2:2,7,118,40,70
24.0,1:2:2,8,170,37,107
24.0,1:2:2,2,1394,0,1394
28.0,1:1:1,7,80,42,46
26.0,1:2:2,3,647,63,239
26.0,1:1:1,4,380,36,243
26.0,1:1:1,7,103,70,30
25.0,1:1:1,4,464,55,208
28.0,1:10:10,6,189,52,90
28.0,1:5:5,2,845,62,321
25.0,1:1:1,1,1540,46,831
25.0,1:2:2,3,791,56,348
28.0,1:2:2,6,152,63,56
26.0,1:5:5,8,132,67,43
26.0,1:1:1,5,254,64,91
28.0,1:5:5,4,380,62,144
26.0,1:10:10,8,147,40,88
25.0,1:2:2,5,355,45,195
26.0,1:1:1,4,380,40,228
26.0,1:1:1,6,171,56,75
26.0,1:5:5,6,219,74,56
26.0,1:2:2,4,434,70,130
25.0,1:2:2,2,1180,32,802
28.0,1:1:1,7,80,100,0
24.0,1:10:10,3,1168,17,969
25.0,1:2:2,4,530,59,217
26.0,1:10:10,3,809,44,453
26.0,1:1:1,3,566,34,373
24.0,1:10:10,6,352,34,232
28.0,1:2:2,4,337,27,246
28.0,1:10:10,5,283,40,169
24.0,1:5:5,5,472,-10,519
26.0,1:5:5,2,1086,12,955
24.0,1:1:1,1,1820,46,982
26.0,1:1:1,2,845,46,456
25.0,1:1:1,5,311,52,149
28.0,1:1:1,5,198,62,75
26.0,1:5:5,8,132,68,42
26.0,1:2:2,7,118,31,81
25.0,1:2:2,6,238,45,130
24.0,1:5:5,7,191,49,97
26.0,1:5:5,7,132,62,50
25.0,1:1:1,7,126,47,66
28.0,1:1:1,8,80,67,26
26.0,1:5:5,5,327,59,134
24.0,1:1:1,4,548,40,328
26.0,1:2:2,5,291,44,162
26.0,1:10:10,5,363,52,174
24.0,1:2:2,8,170,62,64
25.0,1:5:5,8,162,62,61
28.0,1:10:10,1,1400,53,658
26.0,1:2:2,7,118,60,47
25.0,1:10:10,6,298,36,190
28.0,1:10:10,7,114,92,9
24.0,1:2:2,6,281,56,123
26.0,1:5:5,7,132,24,100
28.0,1:1:1,1,980,62,372
24.0,1:5:5,2,1569,43,894
26.0,1:2:2,1,1440,62,547
28.0,1:10:10,7,114,46,61
24.0,1:2:2,6,281,61,109
24.0,1:2:2,8,170,34,112
26.0,1:2:2,4,434,53,203
25.0,1:10:10,7,180,33,120
24.0,1:1:1,1,1820,77,418
26.0,1:1:1,6,171,51,83
24.0,1:2:2,1,2080,60,832
24.0,1:10:10,8,212,41,125
28.0,1:1:1,8,80,72,22
28.0,1:2:2,1,1120,63,414
25.0,1:2:2,3,791,38,490
24.0,1:5:5,4,705,45,387
24.0,1:10:10,1,2600,38,1612
28.0,1:2:2,4,337,89,37
28.0,1:10:10,2,938,37,590
26.0,1:5:5,1,1620,0,1620
24.0,1:2:2,2,1394,29,989
26.0,1:1:1,8,103,31,71
28.0,1:10:10,1,1400,65,489
25.0,1:10:10,1,2200,20,1760
26.0,1:2:2,3,647,83,109
26.0,1:2:2,2,965,26,714
28.0,1:2:2,7,91,74,23
28.0,1:10:10,1,1400,60,560
25.0,1:2:2,7,144,26,106
26.0,1:1:1,5,254,80,50
28.0,1:5:5,3,566,80,113
24.0,1:2:2,1,2080,20,1664
25.0,1:2:2,7,144,60,57
25.0,1:5:5,8,162,67,53
26.0,1:1:1,2,845,24,642
24.0,1:10:10,6,352,42,204
26.0,1:1:1,8,103,47,54
28.0,1:5:5,2,845,22,659
25.0,1:2:2,5,355,53,166
24.0,1:1:1,7,149,31,102
24.0,1:5:5,7,191,19,154
24.0,1:5:5,5,472,70,141
24.0,1:5:5,2,1569,40,941
25.0,1:2:2,3,791,61,308
26.0,1:1:1,6,171,43,97
28.0,1:5:5,8,103,87,13
24.0,1:5:5,8,191,81,36
26.0,1:1:1,3,566,68,181
28.0,1:5:5,6,171,30,119
25.0,1:2:2,5,355,58,149
26.0,1:2:2,8,118,100,0
26.0,1:1:1,1,1260,47,667
24.0,1:10:10,1,2600,23,2002
24.0,1:5:5,5,472,55,212
26.0,1:1:1,1,1260,58,529
28.0,1:10:10,2,938,39,572
28.0,1:2:2,4,337,101,-3
24.0,1:10:10,3,1168,65,408
28.0,1:5:5,2,845,110,-84
26.0,1:2:2,8,118,30,82
28.0,1:1:1,2,657,73,177
26.0,1:5:5,4,488,51,239
26.0,1:1:1,1,1260,74,327
24.0,1:10:10,5,525,42,304
24.0,1:2:2,2,1394,43,794
26.0,1:1:1,6,171,61,66
24.0,1:5:5,4,705,49,359
24.0,1:1:1,3,818,42,474
25.0,1:5:5,6,268,48,139
28.0,1:5:5,1,1260,54,579
26.0,1:1:1,4,380,39,231
24.0,1:2:2,3,935,30,654
28.0,1:10:10,1,1400,62,532
24.0,1:2:2,1,2080,46,1123
26.0,1:1:1,1,1260,56,554
24.0,1:1:1,6,246,73,66
28.0,1:2:2,8,91,74,23
25.0,1:1:1,7,126,50,63
26.0,1:5:5,5,327,48,170
28.0,1:1:1,1,980,63,362
28.0,1:5:5,5,254,64,91
28.0,1:5:5,8,103,68,32
26.0,1:2:2,4,434,65,151
25.0,1:10:10,8,180,51,88
24.0,1:10:10,5,525,90,52
28.0,1:5:5,4,380,69,117
24.0,1:1:1,6,246,40,147
25.0,1:2:2,2,1180,27,861
28.0,1:2:2,1,1120,76,268
24.0,1:10:10,4,783,39,477
28.0,1:5:5,2,845,29,599
26.0,1:2:2,6,195,62,74
24.0,1:2:2,1,2080,0,2080
26.0,1:10:10,3,809,68,258
28.0,1:10:10,2,938,85,140
25.0,1:1:1,3,692,30,484
24.0,1:1:1,2,1220,58,512
26.0,1:10:10,7,147,72,41
25.0,1:5:5,1,1980,42,1148
28.0,1:10:10,8,114,67,37
24.0,1:1:1,1,1820,47,964
25.0,1:5:5,6,268,80,53
24.0,1:2:2,1,2080,29,1476
28.0,1:1:1,6,133,62,50
26.0,1:5:5,2,1086,62,412
25.0,1:10:10,4,663,51,324
24.0,1:1:1,1,1820,63,673
24.0,1:5:5,5,472,48,245
28.0,1:10:10,6,189,30,132
26.0,1:1:1,8,103,23,79
24.0,1:10:10,3,1168,20,934
28.0,1:10:10,8,114,78,25
25.0,1:5:5,4,596,31,411
28.0,1:10:10,6,189,39,115
28.0,1:2:2,4,337,81,64
26.0,1:10:10,5,363,96,14
24.0,1:10:10,3,1168,35,759
24.0,1:2:2,1,2080,63,769
28.0,1:1:1,5,198,80,39
28.0,1:10:10,2,938,67,309
28.0,1:2:2,1,1120,83,190
26.0,1:1:1,3,566,52,271
28.0,1:5:5,2,845,62,321
24.0,1:2:2,5,420,21,331
25.0,1:1:1,7,126,39,76
24.0,1:5:5,2,1569,44,878
26.0,1:10:10,7,147,54,67
25.0,1:1:1,7,126,18,103
28.0,1:1:1,8,80,75,20
25.0,1:2:2,3,791,52,379
28.0,1:1:1,5,198,52,95
28.0,1:5:5,1,1260,71,365
28.0,1:1:1,3,440,39,268
26.0,1:1:1,1,1260,29,894
24.0,1:1:1,2,1220,69,378
25.0,1:1:1,7,126,39,76
28.0,1:2:2,6,152,61,59
26.0,1:1:1,6,171,68,54
24.0,1:10:10,1,2600,42,1508
25.0,1:5:5,8,162,63,59
24.0,1:5:5,6,317,24,240
28.0,1:1:1,1,980,81,186
25.0,1:1:1,3,692,64,249
25.0,1:5:5,5,400,60,160
28.0,1:10:10,5,283,70,84
24.0,1:5:5,5,472,43,269
26.0,1:10:10,7,147,46,79
24.0,1:1:1,1,1820,62,691
26.0,1:10:10,5,363,25,272
25.0,1:2:2,8,144,79,30
28.0,1:1:1,7,80,50,40
25.0,1:10:10,3,989,50,494
25.0,1:5:5,1,1980,56,871
24.0,1:1:1,5,367,45,201
26.0,1:5:5,4,488,47,258
26.0,1:5:5,8,132,49,67
25.0,1:5:5,3,890,84,142
24.0,1:10:10,6,352,50,176
28.0,1:1:1,7,80,93,5
26.0,1:5:5,4,488,29,346
26.0,1:5:5,5,327,54,150
25.0,1:10:10,4,663,68,212
24.0,1:1:1,6,246,19,199
26.0,1:5:5,6,219,69,67
26.0,1:5:5,6,219,62,83
28.0,1:2:2,3,503,46,271
25.0,1:2:2,2,1180,12,1038
28.0,1:5:5,5,254,68,81
25.0,1:1:1,5,311,33,208
24.0,1:5:5,2,1569,15,1333
28.0,1:2:2,8,91,53,42
24.0,1:2:2,8,170,37,107
24.0,1:5:5,3,1051,27,767
26.0,1:10:10,8,147,18,120
26.0,1:2:2,5,291,27,212
24.0,1:2:2,3,935,51,458
28.0,1:10:10,4,422,92,33
24.0,1:10:10,2,1743,21,1376
28.0,1:10:10,5,283,18,232
25.0,1:2:2,1,1760,46,950
28.0,1:1:1,7,80,38,49
28.0,1:2:2,1,1120,97,33
24.0,1:1:1,2,1220,54,561
25.0,1:2:2,4,530,63,196
24.0,1:1:1,7,149,42,86
24.0,1:2:2,8,170,50,85
24.0,1:5:5,7,191,48,99
25.0,1:2:2,5,355,41,209
24.0,1:2:2,3,935,55,420
26.0,1:2:2,3,647,76,155
24.0,1:1:1,2,1220,54,561
25.0,1:2:2,8,144,68,46
26.0,1:10:10,7,147,22,114
25.0,1:5:5,3,890,50,445
24.0,1:1:1,3,818,63,302
26.0,1:1:1,4,380,52,182
26.0,1:10:10,1,1800,60,720
26.0,1:10:10,6,244,58,102
26.0,1:2:2,1,1440,66,489
28.0,1:5:5,8,103,99,1
26.0,1:10:10,5,363,39,221
24.0,1:5:5,4,705,40,423
26.0,1:5:5,2,1086,16,912
24.0,1:5:5,1,2340,32,1591
24.0,1:10:10,7,212,87,27
24.0,1:5:5,4,705,69,218
26.0,1:5:5,7,132,74,34
28.0,1:2:2,1,1120,95,56
25.0,1:1:1,3,692,56,304
25.0,1:10:10,3,989,44,553
28.0,1:1:1,8,80,33,53
28.0,1:10:10,2,938,101,-9
26.0,1:1:1,6,171,57,73
25.0,1:10:10,1,2200,0,2200
26.0,1:2:2,5,291,33,194
26.0,1:5:5,2,1086,67,358
28.0,1:5:5,6,171,69,53
28.0,1:2:2,7,91,34,60
28.0,1:10:10,3,629,74,163
26.0,1:1:1,2,845,11,752
28.0,1:1:1,3,440,89,48
26.0,1:5:5,2,1086,12,955
28.0,1:10:10,4,422,88,50
25.0,1:2:2,2,1180,77,271
26.0,1:1:1,8,103,59,42
26.0,1:1:1,2,845,20,676
24.0,1:10:10,6,352,33,235
25.0,1:2:2,3,791,50,395
26.0,1:5:5,5,327,31,225
25.0,1:5:5,8,162,61,63
24.0,1:10:10,6,352,37,221
28.0,1:1:1,1,980,52,470
24.0,1:2:2,3,935,36,598
28.0,1:5:5,5,254,59,104
24.0,1:10:10,3,1168,44,654
25.0,1:1:1,3,692,64,249
26.0,1:10:10,1,1800,65,630
26.0,1:1:1,8,103,67,33
28.0,1:5:5,8,103,48,53
26.0,1:10:10,6,244,40,146
26.0,1:1:1,1,1260,82,226
28.0,1:1:1,5,198,33,132
24.0,1:10:10,6,352,-10,387
24.0,1:5:5,4,705,17,585
26.0,1:1:1,2,845,27,616
26.0,1:1:1,7,103,31,71
28.0,1:10:10,7,114,83,19
25.0,1:1:1,7,126,43,71
24.0,1:2:2,7,170,23,130
28.0,1:10:10,7,114,99,1
24.0,1:1:1,1,1820,56,800
24.0,1:10:10,4,783,52,375
25.0,1:10:10,3,989,72,276
26.0,1:2:2,7,118,70,35
25.0,1:5:5,8,162,63,59
25.0,1:5:5,4,596,59,244
28.0,1:10:10,7,114,89,12
28.0,1:10:10,5,283,77,65
26.0,1:2:2,5,291,82,52
26.0,1:2:2,3,647,28,465
24.0,1:2:2,5,420,4,403
26.0,1:2:2,7,118,77,27
26.0,1:10:10,8,147,62,55
28.0,1:10:10,2,938,78,206
24.0,1:2:2,8,170,30,118
24.0,1:5:5,1,2340,51,1146
26.0,1:2:2,2,965,55,434
24.0,1:2:2,2,1394,12,1226
26.0,1:1:1,2,845,64,304
28.0,1:1:1,6,133,39,81
24.0,1:2:2,8,170,13,147
24.0,1:5:5,8,191,45,105
25.0,1:1:1,6,208,37,131
28.0,1:1:1,5,198,70,59
28.0,1:5:5,8,103,10,92
25.0,1:2:2,7,144,68,46
25.0,1:2:2,7,144,30,100
26.0,1:10:10,4,542,26,401
26.0,1:2:2,2,965,95,48
24.0,1:10:10,5,525,52,252
26.0,1:10:10,4,542,60,216
25.0,1:5:5,2,1327,56,583
24.0,1:2:2,3,935,45,514
25.0,1:10:10,7,180,52,86
26.0,1:1:1,1,1260,77,289
28.0,1:2:2,2,751,75,187
26.0,1:5:5,1,1620,62,615
28.0,1:10:10,3,629,40,377
24.0,1:10:10,7,212,36,135
28.0,1:5:5,5,254,47,134
28.0,1:10:10,5,283,84,45
24.0,1:2:2,4,626,0,626
24.0,1:1:1,8,149,14,128
24.0,1:2:2,3,935,53,439
28.0,1:2:2,7,91,48,47
25.0,1:5:5,2,1327,43,756
26.0,1:5:5,1,1620,53,761
25.0,1:2:2,2,1180,54,542
25.0,1:1:1,1,1540,84,246
26.0,1:5:5,1,1620,64,583
24.0,1:10:10,4,783,56,344
28.0,1:5:5,1,1260,82,226
28.0,1:10:10,6,189,54,86
25.0,1:1:1,8,126,56,55
25.0,1:5:5,8,162,19,131
24.0,1:5:5,4,705,69,218
26.0,1:1:1,4,380,39,231
26.0,1:2:2,2,965,38,598
26.0,1:10:10,4,542,77,124
26.0,1:2:2,3,647,23,498
25.0,1:1:1,2,1032,43,588
25.0,1:2:2,8,144,8,132
25.0,1:5:5,1,1980,45,1089
28.0,1:5:5,8,103,86,14
26.0,1:1:1,5,254,58,106
26.0,1:5:5,1,1620,49,826
25.0,1:1:1,3,692,47,366
25.0,1:1:1,5,311,50,155
28.0,1:2:2,6,152,49,77
24.0,1:2:2,5,420,31,289
26.0,1:10:10,5,363,56,159
24.0,1:1:1,6,246,59,100
24.0,1:2:2,5,420,35,273
26.0,1:2:2,6,195,85,29
25.0,1:5:5,3,890,58,373
28.0,1:5:5,7,103,33,69
25.0,1:1:1,4,464,36,296
28.0,1:5:5,8,103,66,35
26.0,1:2:2,2,965,37,607
28.0,1:2:2,3,503,74,130
26.0,1:2:2,1,1440,86,201
26.0,1:1:1,1,1260,80,251
25.0,1:10:10,3,989,74,257
26.0,1:5:5,4,488,42,283
28.0,1:1:1,7,80,54,36
26.0,1:10:10,1,1800,21,1422
24.0,1:2:2,4,626,42,363
25.0,1:5:5,4,596,58,250
25.0,1:2:2,2,1180,34,778
24.0,1:2:2,8,170,49,86
28.0,1:10:10,8,114,89,12
26.0,1:10:10,6,244,45,134
25.0,1:2:2,1,1760,31,1214
28.0,1:1:1,7,80,81,15
28.0,1:10:10,7,114,58,47
28.0,1:10:10,5,283,65,99
28.0,1:10:10,2,938,69,290
28.0,1:5:5,2,845,50,422
26.0,1:1:1,2,845,36,540
26.0,1:1:1,2,845,55,380
24.0,1:1:1,8,149,0,149
25.0,1:10:10,8,180,57,77
25.0,1:10:10,6,298,45,163
25.0,1:5:5,1,1980,73,534
25.0,1:1:1,6,208,24,158
25.0,1:5:5,5,400,77,92
26.0,1:5:5,3,728,26,538
28.0,1:5:5,4,380,72,106
25.0,1:10:10,4,663,67,218
24.0,1:10:10,2,1743,32,1185
24.0,1:10:10,6,352,23,271
26.0,1:5:5,2,1086,67,358
28.0,1:10:10,5,283,26,209
28.0,1:1:1,7,80,37,50
24.0,1:1:1,4,548,39,334
28.0,1:2:2,3,503,36,321
28.0,1:1:1,7,80,68,25
28.0,1:5:5,7,103,70,30
24.0,1:10:10,5,525,51,257
25.0,1:2:2,5,355,47,188
28.0,1:2:2,4,337,78,74
28.0,1:10:10,5,283,85,42
25.0,1:5:5,5,400,51,196
28.0,1:2:2,2,751,98,15
25.0,1:5:5,5,400,0,400
28.0,1:1:1,4,295,74,76
26.0,1:2:2,3,647,63,239
25.0,1:2:2,5,355,46,191
24.0,1:5:5,2,1569,53,737
28.0,1:5:5,3,566,71,164
24.0,1:2:2,5,420,-1,424
26.0,1:1:1,8,103,60,41
28.0,1:5:5,7,103,95,5
25.0,1:2:2,6,238,29,168
25.0,1:2:2,5,355,46,191
26.0,1:10:10,8,147,40,88
24.0,1:1:1,2,1220,20,976
26.0,1:10:10,4,542,60,216
28.0,1:1:1,2,657,58,275
28.0,1:1:1,4,295,50,147
24.0,1:1:1,5,367,60,146
25.0,1:5:5,1,1980,79,415
28.0,1:2:2,1,1120,78,246
28.0,1:1:1,6,133,45,73
24.0,1:10:10,7,212,38,131
25.0,1:1:1,7,126,11,112
25.0,1:2:2,3,791,97,23
26.0,1:10:10,3,809,40,485
24.0,1:1:1,8,149,20,119
26.0,1:5:5,4,488,54,224
25.0,1:10:10,4,663,74,172
28.0,1:1:1,1,980,71,284
24.0,1:2:2,8,170,39,103
26.0,1:5:5,4,488,12,429
24.0,1:10:10,8,212,60,84
26.0,1:1:1,5,254,67,83
24.0,1:2:2,6,281,30,196
26.0,1:1:1,4,380,45,209
25.0,1:5:5,4,596,72,166
25.0,1:5:5,1,1980,64,712
25.0,1:10:10,7,180,65,62
28.0,1:10:10,8,114,70,34
28.0,1:1:1,4,295,46,159
25.0,1:10:10,8,180,46,97
25.0,1:10:10,8,180,66,61
26.0,1:5:5,5,327,0,327
24.0,1:5:5,4,705,38,437
28.0,1:5:5,3,566,49,288
26.0,1:1:1,5,254,54,116
24.0,1:10:10,1,2600,51,1274
24.0,1:2:2,6,281,9,255
28.0,1:10:10,6,189,43,107
26.0,1:10:10,1,1800,31,1242
26.0,1:5:5,7,132,33,88
28.0,1:1:1,8,80,72,22
28.0,1:1:1,7,80,81,15
25.0,1:5:5,6,268,65,93
26.0,1:1:1,6,171,43,97
26.0,1:10:10,3,809,37,509
25.0,1:5:5,1,1980,68,633
25.0,1:1:1,2,1032,73,278
24.0,1:5:5,7,191,35,124
28.0,1:1:1,8,80,10,72
26.0,1:10:10,5,363,51,177
24.0,1:1:1,6,246,41,145
26.0,1:1:1,4,380,33,254
24.0,1:5:5,1,2340,3,2269
24.0,1:5:5,4,705,82,126
28.0,1:2:2,6,152,81,28
24.0,1:5:5,3,1051,33,704
28.0,1:2:2,8,91,64,32
24.0,1:1:1,5,367,37,231
26.0,1:2:2,7,118,70,35
24.0,1:10:10,8,212,29,150
